player1,player2,player3,player4,player5,Tm,GP,Min,NETRTG,Poss
DHowardLAL ,TDanielsLAL ,QCookLAL ,ACarusoLAL ,KKuzmaLAL ,LAL ,4,14,58.6,30
DJonesATL ,DBembryATL ,TYoungATL ,CReddishATL ,DHunterATL ,ATL ,11,14,-23.4,33
DJordanBKN ,GTempleBKN ,CLeVertBKN ,TLuwawu-CabarrotBKN ,RKurucsBKN ,BKN ,3,14,-3.1,31
DJordanBKN ,SDinwiddieBKN ,JHarrisBKN ,CLeVertBKN ,RKurucsBKN ,BKN ,3,14,3.2,30
DRoseDET ,ADrummondDET ,LGallowayDET ,CWoodDET ,SMykhailiukDET ,DET ,8,14,32.6,34
DRoseDET ,MMorrisDET ,ADrummondDET ,TSnellDET ,BBrownDET ,DET ,6,14,-12.4,32
DSchroderOKC ,MMuscalaOKC ,TFergusonOKC ,SGilgeous-AlexanderOKC ,DBazleyOKC ,OKC ,9,14,25.3,31
EGordonHOU ,JHardenHOU ,BMcLemoreHOU ,CCapelaHOU ,DHouseHOU ,HOU ,5,14,-9.7,32
EIlyasovaMIL ,RLopezMIL ,GHillMIL ,SBrownMIL ,DDiVincenzoMIL ,MIL ,5,14,18.5,32
EIlyasovaMIL ,RLopezMIL ,GHillMIL ,WMatthewsMIL ,KMiddletonMIL ,MIL ,5,14,24.4,31
EKanterBOS ,KWalkerBOS ,MSmartBOS ,JTatumBOS ,GWilliamsBOS ,BOS ,1,14,61.5,27
GDiengMIN ,RCovingtonMIN ,AWigginsMIN ,JOkogieMIN ,JCulverMIN ,MIN ,7,14,-22,33
GDiengMIN ,RCovingtonMIN ,SNapierMIN ,JOkogieMIN ,JCulverMIN ,MIN ,5,14,-41.3,30
GDragicMIA ,JButlerMIA ,MLeonardMIA ,BAdebayoMIA ,THerroMIA ,MIA ,12,14,18.5,30
GDragicMIA ,KOlynykMIA ,DJonesMIA ,BAdebayoMIA ,KNunnMIA ,MIA ,5,14,-13.3,30
GDragicMIA ,KOlynykMIA ,JWinslowMIA ,DJonesMIA ,DRobinsonMIA ,MIA ,2,14,18.7,34
GDragicMIA ,MLeonardMIA ,JWinslowMIA ,DJonesMIA ,THerroMIA ,MIA ,2,14,-24.1,31
GHarrisDEN ,JGrantDEN ,NJokicDEN ,MMorrisDEN ,TCraigDEN ,DEN ,12,14,-23.8,33
GHaywardBOS ,EKanterBOS ,BWanamakerBOS ,MSmartBOS ,SOjeleyeBOS ,BOS ,8,14,-14.7,34
GHaywardBOS ,EKanterBOS ,KWalkerBOS ,MSmartBOS ,JTatumBOS ,BOS ,6,14,-27,33
HBarnesSAC ,DDedmonSAC ,BBogdanovicSAC ,YFerrellSAC ,JJamesSAC ,SAC ,5,14,56.7,30
HWhitesidePOR ,DLillardPOR ,CMcCollumPOR ,ASimonsPOR ,NLittlePOR ,POR ,4,14,12.9,29
ISmithWAS ,APasecniksWAS ,TBrownWAS ,IBongaWAS ,ASchofieldWAS ,WAS ,2,14,18.8,26
ISmithWAS ,DBertansWAS ,BBealWAS ,JRobinsonWAS ,MWagnerWAS ,WAS ,5,14,-5.7,35
ISmithWAS ,DBertansWAS ,TBrownWAS ,ASchofieldWAS ,GMathewsWAS ,WAS ,3,14,-14.8,28
IThomasWAS ,BBealWAS ,TBrownWAS ,MWagnerWAS ,RHachimuraWAS ,WAS ,7,14,-14.7,34
JGrantDEN ,MBeasleyDEN ,JHernangomezDEN ,MMorrisDEN ,TCraigDEN ,DEN ,3,14,15.9,30
JGrantDEN ,NJokicDEN ,JMurrayDEN ,MMorrisDEN ,TCraigDEN ,DEN ,7,14,-37.9,30
JHolidayNOP ,DFavorsNOP ,LBallNOP ,JHartNOP ,NMelliNOP ,NOP ,3,14,4.2,31
JHolidayIND ,DMcDermottIND ,TMcConnellIND ,TLeafIND ,AHolidayIND ,IND ,3,14,-63.6,31
JParkerATL ,DJonesATL ,KHuerterATL ,TYoungATL ,CReddishATL ,ATL ,4,14,-31.9,32
JRedickNOP ,JHolidayNOP ,EMooreNOP ,JHartNOP ,JHayesNOP ,NOP ,8,14,13.4,35
JTeagueMIN ,KBates-DiopMIN ,JOkogieMIN ,KMartinMIN ,NReidMIN ,MIN ,3,14,-39.5,32
JTeagueMIN ,RCovingtonMIN ,KTownsMIN ,TGrahamMIN ,JOkogieMIN ,MIN ,6,14,-67.1,34
KLeonardLAC ,MHarklessLAC ,IZubacLAC ,DWaltonLAC ,LShametLAC ,LAC ,1,14,-51.7,29
KLoveCLE ,TThompsonCLE ,JClarksonCLE ,CSextonCLE ,KPorterCLE ,CLE ,3,14,-65.6,29
KO'QuinnPHI ,TBurkePHI ,RNetoPHI ,NPellePHI ,SMiltonPHI ,PHI ,2,14,16.1,31
LAldridgeSAS ,DDeRozanSAS ,PMillsSAS ,TLylesSAS ,BForbesSAS ,SAS ,18,14,-6.5,33
LJamesLAL ,DHowardLAL ,RRondoLAL ,ADavisLAL ,KCaldwell-PopeLAL ,LAL ,12,14,-12.5,31
LJamesLAL ,JDudleyLAL ,JMcGeeLAL ,DGreenLAL ,KCaldwell-PopeLAL ,LAL ,2,14,-3.6,27
LWilliamsLAC ,MHarklessLAC ,JGreenLAC ,MHarrellLAC ,JRobinsonLAC ,LAC ,5,14,44.4,35
LWilliamsLAC ,PBeverleyLAC ,PGeorgeLAC ,KLeonardLAC ,IZubacLAC ,LAC ,8,14,31.1,32
LWilliamsLAC ,PGeorgeLAC ,KLeonardLAC ,MHarklessLAC ,IZubacLAC ,LAC ,10,14,24.7,33
LWilliamsLAC ,PGeorgeLAC ,PPattersonLAC ,MHarklessLAC ,IZubacLAC ,LAC ,2,14,-16.9,30
MConleyUTA ,RGobertUTA ,JInglesUTA ,RO'NealeUTA ,DMitchellUTA ,UTA ,5,14,21.3,32
MMonkCHA ,MBridgesCHA ,DGrahamCHA ,PWashingtonCHA ,JMcDanielsCHA ,CHA ,4,14,-0.7,27
MMorrisNYK ,BPortisNYK ,DSmithNYK ,DDotsonNYK ,KKnoxNYK ,NYK ,4,14,-15.3,32
MMorrisNYK ,EPaytonNYK ,JRandleNYK ,BPortisNYK ,FNtilikinaNYK ,NYK ,1,14,17.3,25
MMorrisNYK ,JRandleNYK ,FNtilikinaNYK ,DDotsonNYK ,MRobinsonNYK ,NYK ,9,14,-43.3,31
MScottPHI ,JEnnisIPHI ,JEmbiidPHI ,BSimmonsPHI ,MThybullePHI ,PHI ,12,14,22.9,34
MWilliamsCHA ,TRozierCHA ,DBaconCHA ,DGrahamCHA ,PWashingtonCHA ,CHA ,6,14,-15.6,30
MWilliamsCHA ,TRozierCHA ,WHernangomezCHA ,MMonkCHA ,CMartinCHA ,CHA ,4,14,-37,30
NBatumCHA ,CZellerCHA ,TRozierCHA ,MBridgesCHA ,PWashingtonCHA ,CHA ,9,14,-15.9,29
NBjelicaSAC ,DDedmonSAC ,BHieldSAC ,YFerrellSAC ,JJamesSAC ,SAC ,4,14,-25.8,30
NNoelOKC ,DSchroderOKC ,ANaderOKC ,TFergusonOKC ,DBazleyOKC ,OKC ,7,14,-53.3,29
NVucevicORL ,EFournierORL ,KBirchORL ,MFultzORL ,WIwunduORL ,ORL ,3,14,0,31
PBeverleyLAC ,KLeonardLAC ,RMcGruderLAC ,IZubacLAC ,LShametLAC ,LAC ,2,14,-6.7,29
PPattersonLAC ,RMcGruderLAC ,MHarrellLAC ,DWaltonLAC ,JRobinsonLAC ,LAC ,1,14,40.1,29
PTuckerHOU ,EGordonHOU ,JHardenHOU ,ARiversHOU ,BMcLemoreHOU ,HOU ,6,14,-20.4,30
RGobertUTA ,JClarksonUTA ,JInglesUTA ,EMudiayUTA ,GNiangUTA ,UTA ,8,14,68.4,31
RHollis-JeffersonTOR ,NPowellTOR ,PSiakamTOR ,CBoucherTOR ,TDavisTOR ,TOR ,3,14,-3.3,29
RRondoLAL ,ADavisLAL ,KCaldwell-PopeLAL ,TDanielsLAL ,KKuzmaLAL ,LAL ,6,14,-22.2,33
TArizaSAC ,NBjelicaSAC ,CJosephSAC ,BBogdanovicSAC ,HGilesISAC ,SAC ,3,14,10.7,28
TGibsonNYK ,MHarklessNYK ,JRandleNYK ,FNtilikinaNYK ,RBarrettNYK ,NYK ,4,14,-69,31
TGibsonNYK ,WEllingtonNYK ,BPortisNYK ,FNtilikinaNYK ,KKnoxNYK ,NYK ,4,14,10.6,31
TGrahamATL ,JCollinsATL ,KHuerterATL ,TYoungATL ,DHunterATL ,ATL ,6,14,-20.7,29
THardawayDAL ,DPowellDAL ,DWrightDAL ,MKleberDAL ,LDoncicDAL ,DAL ,7,14,27.5,35
THardawayDAL ,DWrightDAL ,BMarjanovicDAL ,MKleberDAL ,JBrunsonDAL ,DAL ,2,14,36.9,27
THardawayDAL ,SCurryDAL ,DWrightDAL ,JJacksonDAL ,MKleberDAL ,DAL ,6,14,-8.3,36
THarrisPHI ,JEnnisIPHI ,JEmbiidPHI ,BSimmonsPHI ,FKorkmazPHI ,PHI ,9,14,15.9,32
TRossORL ,EFournierORL ,AGordonORL ,MFultzORL ,JIsaacORL ,ORL ,6,14,-4.3,33
TRossORL ,EFournierORL ,MCarter-WilliamsORL ,AGordonORL ,MBambaORL ,ORL ,8,14,-44.4,27
TRossORL ,EFournierORL ,MCarter-WilliamsORL ,KBirchORL ,MBambaORL ,ORL ,5,14,13.6,29
TSatoranskyCHI ,DValentineCHI ,LMarkkanenCHI ,WCarterCHI ,CWhiteCHI ,CHI ,6,14,-29.8,31
TThompsonCLE ,MDellavedovaCLE ,LNanceCLE ,COsmanCLE ,CSextonCLE ,CLE ,8,14,-17.2,29
VCarterATL ,ACrabbeATL ,BFernandoATL ,TYoungATL ,DHunterATL ,ATL ,6,14,40.6,32
VCarterATL ,DJonesATL ,DBembryATL ,KHuerterATL ,TYoungATL ,ATL ,6,14,-22.6,31
VCarterATL ,JTeagueATL ,TGrahamATL ,DJonesATL ,BGoodwinATL ,ATL ,4,14,-64.6,31
VOladipoIND ,MTurnerIND ,DSabonisIND ,BBowenIND ,AHolidayIND ,IND ,1,14,18.5,27
WBartonDEN ,MPlumleeDEN ,NJokicDEN ,MBeasleyDEN ,MPorterDEN ,DEN ,1,14,37.9,29
WChandlerBKN ,SDinwiddieBKN ,JHarrisBKN ,TLuwawu-CabarrotBKN ,JAllenBKN ,BKN ,9,14,-53.3,30
ABaynesPHX ,MBridgesPHX ,JCarterPHX ,EOkoboPHX ,CJohnsonPHX ,PHX ,5,13,34.6,27
ABurksGSW ,DGreenGSW ,GRobinsonIGSW ,OSpellmanGSW ,JPooleGSW ,GSW ,3,13,64,26
ABurksGSW ,DLeeGSW ,OSpellmanGSW ,KBowmanGSW ,EPaschallGSW ,GSW ,4,13,16,29
ABurksGSW ,KLooneyGSW ,OSpellmanGSW ,EPaschallGSW ,JPooleGSW ,GSW ,3,13,8.6,29
ABurksGSW ,MChrissGSW ,JEvansGSW ,OSpellmanGSW ,JPooleGSW ,GSW ,4,13,-12.9,29
ACrabbeMIN ,GDiengMIN ,KBates-DiopMIN ,JMcLaughlinMIN ,JCulverMIN ,MIN ,3,13,-60,26
ACrabbeMIN ,KTownsMIN ,KBates-DiopMIN ,JMcLaughlinMIN ,JCulverMIN ,MIN ,3,13,-6.7,30
ADrummondDET ,TSnellDET ,LGallowayDET ,BBrownDET ,SDoumbouyaDET ,DET ,6,13,11.2,25
AHorfordPHI ,ABurksPHI ,RNetoPHI ,GRobinsonIPHI ,FKorkmazPHI ,PHI ,2,13,28.1,30
AHorfordPHI ,THarrisPHI ,JEmbiidPHI ,JRichardsonPHI ,FKorkmazPHI ,PHI ,5,13,2.9,28
AHorfordPHI ,THarrisPHI ,JEnnisIPHI ,RNetoPHI ,FKorkmazPHI ,PHI ,6,13,18.1,29
ARiversHOU ,BMcLemoreHOU ,IHartensteinHOU ,GClarkHOU ,CClemonsHOU ,HOU ,4,13,26.9,29
BBiyomboCHA ,TRozierCHA ,DGrahamCHA ,CMartinCHA ,CMartinCHA ,CHA ,1,13,10.4,21
BBiyomboCHA ,TRozierCHA ,DGrahamCHA ,CMartinCHA ,PWashingtonCHA ,CHA ,4,13,77.2,28
BBiyomboCHA ,TRozierCHA ,MMonkCHA ,DBaconCHA ,MBridgesCHA ,CHA ,9,13,-41.7,27
BBiyomboCHA ,TRozierCHA ,MMonkCHA ,MBridgesCHA ,PWashingtonCHA ,CHA ,10,13,-74,28
BKnightDET ,JHensonDET ,LGallowayDET ,CWoodDET ,BBrownDET ,DET ,1,13,89.3,28
BLopezMIL ,GHillMIL ,GAntetokounmpoMIL ,PConnaughtonMIL ,DDiVincenzoMIL ,MIL ,8,13,0,30
CAnthonyPOR ,HWhitesidePOR ,CMcCollumPOR ,RHoodPOR ,ASimonsPOR ,POR ,2,13,-23.6,31
CJosephSAC ,HBarnesSAC ,BBogdanovicSAC ,BHieldSAC ,MBagleyISAC ,SAC ,4,13,-8.3,30
CJosephSAC ,HBarnesSAC ,DDedmonSAC ,BBogdanovicSAC ,BHieldSAC ,SAC ,8,13,34.5,29
CJosephSAC ,HBarnesSAC ,DDedmonSAC ,BBogdanovicSAC ,YFerrellSAC ,SAC ,3,13,37.9,28
CLeeDAL ,KPorzingisDAL ,DWrightDAL ,MKleberDAL ,LDoncicDAL ,DAL ,2,13,-28.9,31
CPaulOKC ,DGallinariOKC ,NNoelOKC ,DSchroderOKC ,LDortOKC ,OKC ,9,13,-19,32
CPaulOKC ,SAdamsOKC ,ANaderOKC ,SGilgeous-AlexanderOKC ,DBazleyOKC ,OKC ,3,13,26,30
CPaulOKC ,SAdamsOKC ,HDialloOKC ,SGilgeous-AlexanderOKC ,DBazleyOKC ,OKC ,2,13,40.1,27
CSwaniganPOR ,ASimonsPOR ,GTrentPOR ,WGabrielPOR ,NLittlePOR ,POR ,5,13,26.3,28
DAugustinORL ,AAminuORL ,NVucevicORL ,TRossORL ,JIsaacORL ,ORL ,4,13,-14.9,27
DAugustinORL ,AAminuORL ,NVucevicORL ,TRossORL ,MCarter-WilliamsORL ,ORL ,7,13,56,29
DAugustinORL ,TRossORL ,EFournierORL ,WIwunduORL ,MBambaORL ,ORL ,4,13,-37.7,26
DBertansWAS ,IThomasWAS ,BBealWAS ,MWagnerWAS ,RHachimuraWAS ,WAS ,9,13,34.5,30
DBookerPHX ,MBridgesPHX ,DAytonPHX ,EOkoboPHX ,CJohnsonPHX ,PHX ,8,13,-80.5,31
DFavorsNOP ,BIngramNOP ,LBallNOP ,FJacksonNOP ,JHartNOP ,NOP ,4,13,27.9,29
DGreenGSW ,DRussellGSW ,MChrissGSW ,DLeeGSW ,EPaschallGSW ,GSW ,1,13,-87.9,28
DHowardLAL ,DGreenLAL ,ADavisLAL ,KCaldwell-PopeLAL ,QCookLAL ,LAL ,8,13,65.6,28
DHowardLAL ,MMorrisLAL ,KCaldwell-PopeLAL ,ACarusoLAL ,KKuzmaLAL ,LAL ,1,13,31,28
DHowardLAL ,RRondoLAL ,KCaldwell-PopeLAL ,TDanielsLAL ,KKuzmaLAL ,LAL ,7,13,-45.9,28
DJordanBKN ,KIrvingBKN ,SDinwiddieBKN ,JHarrisBKN ,TPrinceBKN ,BKN ,6,13,19.4,31
DLillardPOR ,CMcCollumPOR ,RHoodPOR ,MHezonjaPOR ,SLabissierePOR ,POR ,3,13,56,30
DLillardPOR ,SLabissierePOR ,ASimonsPOR ,GTrentPOR ,NLittlePOR ,POR ,4,13,-4.8,29
DMcDermottIND ,TWarrenIND ,TMcConnellIND ,DSabonisIND ,AHolidayIND ,IND ,9,13,21.8,26
DRoseDET ,ADrummondDET ,LGallowayDET ,CWoodDET ,LKennardDET ,DET ,4,13,26.9,32
DRoseDET ,ADrummondDET ,TSnellDET ,BBrownDET ,SMykhailiukDET ,DET ,5,13,-5.6,28
DRoseDET ,LGallowayDET ,CWoodDET ,TMakerDET ,LKennardDET ,DET ,2,13,8.1,28
DRussellGSW ,WCauley-SteinGSW ,DLeeGSW ,EPaschallGSW ,JPooleGSW ,GSW ,2,13,67.7,30
DValentineCHI ,SHarrisonCHI ,LMarkkanenCHI ,WCarterCHI ,CWhiteCHI ,CHI ,2,13,-15.4,31
DWrightDAL ,BMarjanovicDAL ,JJacksonDAL ,MKleberDAL ,JBrunsonDAL ,DAL ,2,13,49.1,27
EDavisUTA ,JClarksonUTA ,JInglesUTA ,GNiangUTA ,DMitchellUTA ,UTA ,3,13,-21.7,27
EKanterBOS ,BWanamakerBOS ,JTatumBOS ,GWilliamsBOS ,JGreenBOS ,BOS ,6,13,45.7,27
EKanterBOS ,BWanamakerBOS ,JTatumBOS ,SOjeleyeBOS ,JGreenBOS ,BOS ,7,13,-15,29
EMooreNOP ,BIngramNOP ,FJacksonNOP ,JHayesNOP ,NAlexander-WalkerNOP ,NOP ,7,13,3.1,33
EMooreNOP ,FJacksonNOP ,JHartNOP ,NAlexander-WalkerNOP ,NMelliNOP ,NOP ,3,13,23.6,30
EPaytonNYK ,JRandleNYK ,DDotsonNYK ,MRobinsonNYK ,RBarrettNYK ,NYK ,4,13,50,29
GDragicMIA ,JCrowderMIA ,DJonesMIA ,BAdebayoMIA ,DRobinsonMIA ,MIA ,3,13,-18.6,22
GDragicMIA ,JJohnsonMIA ,JButlerMIA ,BAdebayoMIA ,THerroMIA ,MIA ,7,13,43.1,23
GHaywardBOS ,EKanterBOS ,BWanamakerBOS ,JBrownBOS ,SOjeleyeBOS ,BOS ,3,13,11.8,27
GRobinsonIGSW ,WCauley-SteinGSW ,DLeeGSW ,KBowmanGSW ,EPaschallGSW ,GSW ,3,13,-25.3,27
HBarnesSAC ,DDedmonSAC ,BBogdanovicSAC ,BHieldSAC ,DFoxSAC ,SAC ,7,13,-50,29
IMahinmiWAS ,DBertansWAS ,IThomasWAS ,BBealWAS ,TBrownWAS ,WAS ,7,13,46.5,31
IMahinmiWAS ,ISmithWAS ,DBertansWAS ,BBealWAS ,JMcRaeWAS ,WAS ,1,13,5.8,24
ISmithWAS ,BBealWAS ,APasecniksWAS ,TBrownWAS ,ASchofieldWAS ,WAS ,4,13,-52.4,25
ISmithWAS ,DBertansWAS ,BBealWAS ,TBrownWAS ,ASchofieldWAS ,WAS ,5,13,58.5,31
JBareaDAL ,DFinney-SmithDAL ,JJacksonDAL ,MKleberDAL ,LDoncicDAL ,DAL ,2,13,47.4,26
JBareaDAL ,THardawayDAL ,DPowellDAL ,DFinney-SmithDAL ,LDoncicDAL ,DAL ,1,13,-4.4,26
JButlerMIA ,KOlynykMIA ,DRobinsonMIA ,THerroMIA ,CSilvaMIA ,MIA ,4,13,-5.3,25
JCollinsATL ,KHuerterATL ,BGoodwinATL ,CReddishATL ,DHunterATL ,ATL ,6,13,-3.7,27
JHensonCLE ,DExumCLE ,COsmanCLE ,AMcKinnieCLE ,DGarlandCLE ,CLE ,3,13,37.6,26
JHensonCLE ,LNanceCLE ,AMcKinnieCLE ,DGarlandCLE ,KPorterCLE ,CLE ,3,13,-15.8,30
JHolidayIND ,DMcDermottIND ,TMcConnellIND ,ESumnerIND ,GBitadzeIND ,IND ,5,13,0,29
JHolidayIND ,TWarrenIND ,TMcConnellIND ,DSabonisIND ,MBrogdonIND ,IND ,7,13,18.2,28
JJohnsonMIN ,ACrabbeMIN ,KTownsMIN ,JMcLaughlinMIN ,JCulverMIN ,MIN ,2,13,19.8,26
JJohnsonMIN ,DRussellMIN ,JLaymanMIN ,KMartinMIN ,JCulverMIN ,MIN ,4,13,-28.6,34
JLambIND ,DMcDermottIND ,TWarrenIND ,DSabonisIND ,AHolidayIND ,IND ,9,13,2.5,28
JLambIND ,MTurnerIND ,DSabonisIND ,MBrogdonIND ,AHolidayIND ,IND ,5,13,-23.1,26
JLambIND ,TWarrenIND ,JSampsonIND ,TMcConnellIND ,MTurnerIND ,IND ,1,13,27.5,25
JMcRaeWAS ,GPaytonWAS ,APasecniksWAS ,TBrownWAS ,JWilliamsWAS ,WAS ,1,13,0,30
JRedickNOP ,JHolidayNOP ,DFavorsNOP ,FJacksonNOP ,KWilliamsNOP ,NOP ,3,13,14.6,30
JRedickNOP ,JHolidayNOP ,DFavorsNOP ,LBallNOP ,JHartNOP ,NOP ,7,13,-6.6,31
JTeagueATL ,DJonesATL ,JCollinsATL ,KHuerterATL ,DHunterATL ,ATL ,3,13,-50.5,26
JValanciunasMEM ,KAndersonMEM ,TJonesMEM ,DBrooksMEM ,BClarkeMEM ,MEM ,5,13,-44.8,29
KAndersonMEM ,DBrooksMEM ,JJacksonMEM ,JMorantMEM ,BClarkeMEM ,MEM ,7,13,3.3,33
KBazemorePOR ,RHoodPOR ,MHezonjaPOR ,SLabissierePOR ,ASimonsPOR ,POR ,5,13,6.7,29
KIrvingBKN ,SDinwiddieBKN ,TPrinceBKN ,JAllenBKN ,RKurucsBKN ,BKN ,1,13,-3,32
KKorverMIL ,RLopezMIL ,EBledsoeMIL ,GAntetokounmpoMIL ,PConnaughtonMIL ,MIL ,9,13,19.9,29
KKorverMIL ,RLopezMIL ,EBledsoeMIL ,KMiddletonMIL ,GAntetokounmpoMIL ,MIL ,7,13,-11.9,30
KLowryTOR ,PMcCawTOR ,PSiakamTOR ,CBoucherTOR ,TDavisTOR ,TOR ,6,13,36.8,30
KLowryTOR ,RHollis-JeffersonTOR ,PSiakamTOR ,CBoucherTOR ,TDavisTOR ,TOR ,5,13,6.9,30
KOlynykMIA ,JWinslowMIA ,DJonesMIA ,KNunnMIA ,THerroMIA ,MIA ,2,13,-18.5,28
KOlynykMIA ,JWinslowMIA ,KNunnMIA ,THerroMIA ,CSilvaMIA ,MIA ,3,13,-7.7,28
KOubrePHX ,DBookerPHX ,DAytonPHX ,EOkoboPHX ,CJohnsonPHX ,PHX ,4,13,73.1,26
KPorzingisDAL ,DWrightDAL ,DFinney-SmithDAL ,MKleberDAL ,LDoncicDAL ,DAL ,12,13,-33.3,30
KWalkerBOS ,JBrownBOS ,JTatumBOS ,SOjeleyeBOS ,GWilliamsBOS ,BOS ,5,13,48.1,28
LAldridgeSAS ,MBelinelliSAS ,TLylesSAS ,DMurraySAS ,BForbesSAS ,SAS ,7,13,-28.4,28
LJamesLAL ,ADavisLAL ,KCaldwell-PopeLAL ,ACarusoLAL ,KKuzmaLAL ,LAL ,16,13,32.9,31
LJamesLAL ,DHowardLAL ,ABradleyLAL ,KCaldwell-PopeLAL ,KKuzmaLAL ,LAL ,7,13,-28.6,29
LJamesLAL ,RRondoLAL ,JDudleyLAL ,KCaldwell-PopeLAL ,KKuzmaLAL ,LAL ,2,13,50.5,25
LWilliamsLAC ,MHarklessLAC ,RMcGruderLAC ,MHarrellLAC ,LShametLAC ,LAC ,7,13,14.3,29
LWilliamsLAC ,PGeorgeLAC ,KLeonardLAC ,MHarrellLAC ,LShametLAC ,LAC ,7,13,-11.2,30
LWilliamsLAC ,PGeorgeLAC ,MMorrisLAC ,IZubacLAC ,LShametLAC ,LAC ,2,13,57.1,29
MDellavedovaCLE ,LNanceCLE ,AZizicCLE ,CSextonCLE ,KPorterCLE ,CLE ,2,13,3.4,30
MDellavedovaCLE ,LNanceCLE ,COsmanCLE ,CSextonCLE ,KPorterCLE ,CLE ,5,13,10.3,29
MMorrisNYK ,EPaytonNYK ,BPortisNYK ,DDotsonNYK ,MRobinsonNYK ,NYK ,10,13,-2.8,29
MMorrisLAC ,KLeonardLAC ,RJacksonLAC ,IZubacLAC ,LShametLAC ,LAC ,1,13,-18.3,27
MPlumleeDEN ,JGrantDEN ,MMorrisDEN ,TCraigDEN ,MPorterDEN ,DEN ,6,13,-53.8,27
MScottPHI ,GRobinsonIPHI ,JEmbiidPHI ,JRichardsonPHI ,SMiltonPHI ,PHI ,1,13,41.7,25
MScottPHI ,JEmbiidPHI ,BSimmonsPHI ,SMiltonPHI ,MThybullePHI ,PHI ,4,13,-24.6,28
MSmartBOS ,JBrownBOS ,JTatumBOS ,CEdwardsBOS ,GWilliamsBOS ,BOS ,2,13,39.4,28
MWilliamsCHA ,CZellerCHA ,TRozierCHA ,MMonkCHA ,DGrahamCHA ,CHA ,11,13,-11.4,28
MWilliamsCHA ,TRozierCHA ,MMonkCHA ,DBaconCHA ,PWashingtonCHA ,CHA ,6,13,-32,25
NBatumCHA ,CZellerCHA ,DBaconCHA ,MBridgesCHA ,DGrahamCHA ,CHA ,2,13,18.3,24
NBjelicaSAC ,HBarnesSAC ,KBazemoreSAC ,BBogdanovicSAC ,DFoxSAC ,SAC ,9,13,9.1,31
NBjelicaSAC ,KBazemoreSAC ,BHieldSAC ,DFoxSAC ,HGilesISAC ,SAC ,7,13,-33.7,29
NNoelOKC ,DSchroderOKC ,TFergusonOKC ,HDialloOKC ,DBazleyOKC ,OKC ,6,13,0.6,26
NVucevicORL ,EFournierORL ,MCarter-WilliamsORL ,MFultzORL ,JIsaacORL ,ORL ,7,13,-28.8,28
PBeverleyLAC ,PGeorgeLAC ,KLeonardLAC ,MHarrellLAC ,LShametLAC ,LAC ,2,13,69,27
PBeverleyLAC ,PGeorgeLAC ,MHarklessLAC ,IZubacLAC ,TMannLAC ,LAC ,1,13,3.6,28
PMillsSAS ,TLylesSAS ,DMurraySAS ,JPoeltlSAS ,LWalkerSAS ,SAS ,5,13,21.4,28
RBullockNYK ,EPaytonNYK ,JRandleNYK ,BPortisNYK ,RBarrettNYK ,NYK ,6,13,-53.1,29
RGaySAS ,DMurraySAS ,JPoeltlSAS ,BForbesSAS ,LWalkerSAS ,SAS ,14,13,3.7,31
RHollis-JeffersonTOR ,NPowellTOR ,PSiakamTOR ,FVanVleetTOR ,OAnunobyTOR ,TOR ,4,13,3.6,29
RLopezMIL ,TAntetokounmpoMIL ,PConnaughtonMIL ,DWilsonMIL ,SBrownMIL ,MIL ,5,13,-25.8,31
RRubioPHX ,ABaynesPHX ,DSaricPHX ,KOubrePHX ,CJohnsonPHX ,PHX ,5,13,-18.7,31
RRubioPHX ,DSaricPHX ,KOubrePHX ,DBookerPHX ,CJohnsonPHX ,PHX ,6,13,16.7,28
RWestbrookHOU ,EGordonHOU ,ARiversHOU ,CCapelaHOU ,DHouseHOU ,HOU ,5,13,10,30
SCurryGSW ,DGreenGSW ,GRobinsonIGSW ,DRussellGSW ,JPooleGSW ,GSW ,1,13,28.1,31
SCurryDAL ,DWrightDAL ,JJacksonDAL ,MKleberDAL ,LDoncicDAL ,DAL ,13,13,29.6,31
SCurryDAL ,KPorzingisDAL ,DWrightDAL ,MKleberDAL ,LDoncicDAL ,DAL ,10,13,30.1,30
SNapierMIN ,KTownsMIN ,JLaymanMIN ,JOkogieMIN ,JCulverMIN ,MIN ,4,13,37.7,34
TChandlerHOU ,RWestbrookHOU ,EGordonHOU ,ARiversHOU ,BMcLemoreHOU ,HOU ,4,13,38.1,33
TGibsonNYK ,BPortisNYK ,DSmithNYK ,KKnoxNYK ,ATrierNYK ,NYK ,4,13,-45.2,30
TGibsonNYK ,WEllingtonNYK ,RBullockNYK ,EPaytonNYK ,JRandleNYK ,NYK ,4,13,-9.6,27
THardawayDAL ,DWrightDAL ,JJacksonDAL ,MKleberDAL ,LDoncicDAL ,DAL ,7,13,27.4,27
TRossORL ,MCarter-WilliamsORL ,KBirchORL ,WIwunduORL ,MBambaORL ,ORL ,4,13,43.7,30
TRozierCHA ,WHernangomezCHA ,MBridgesCHA ,DGrahamCHA ,CMartinCHA ,CHA ,6,13,-21.5,23
TSefoloshaHOU ,RWestbrookHOU ,ARiversHOU ,BMcLemoreHOU ,DHouseHOU ,HOU ,3,13,-30.8,32
TSefoloshaHOU ,RWestbrookHOU ,EGordonHOU ,ARiversHOU ,CCapelaHOU ,HOU ,4,13,-15.6,32
TYoungCHI ,TSatoranskyCHI ,SHarrisonCHI ,CWhiteCHI ,DGaffordCHI ,CHI ,2,13,23.7,27
